"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
22029,158977,"FL","H","NY","10","","Jerry","Nadler","L.","Rep.","","US Representative","HJUD","RMM","D001","HJUD05","EXO","D004","HJUD10","EXO","D013","HJUD15","EXO","D008","HJUD20","EXO","D006","HJUD25","EXO","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HJUD","HJUD05;HJUD10;HJUD15;HJUD20;HJUD25"
22030,535544,"FL","H","NY","11","","Daniel","Donovan","M.","Rep.","Jr.","US Representative","HFOR","","R019","HFOR05","","R003","HFOR20","","R008","","","","","","","","","","HHLS","","R011","HHLS15","","R003","HHLS20","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HHLS","HFOR05;HFOR20;HHLS15;HHLS20"
22031,158983,"FL","H","NY","12","","Carolyn","Maloney","B.","Rep.","","US Representative","HFIN","","D003","HFIN05","RMM","D001","HFIN10","","D002","HFIN30","","D002","","","","","","","HOGOV","","D002","HOGOV05","","D002","","","","","","","","","","","","","JECO","","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HOGOV;JECO","HFIN05;HFIN10;HFIN30;HOGOV05"
22032,197725,"FL","H","NY","13","","Adriano","Espaillat","","Rep.","","US Representative","HFOR","","D020","HFOR30","","D005","","","","","","","","","","","","","HSMA","","D008","HSMA20","","D002","","","","","","","","","","","","","HEDU","","D017","HEDU10","","D006","HEDU20","","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HSMA;HEDU","HFOR30;HSMA20;HEDU10;HEDU20"
22033,158976,"FL","H","NY","14","","Joseph","Crowley","","Rep.","","US Representative","HWAY","","D010","HWAY15","","D002","HWAY20","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY15;HWAY20"
22034,158985,"FL","H","NY","15","","Jose","Serrano","E.","Rep.","","US Representative","HAPP","","D005","HAPP10","RMM","D001","HAPP20","","D005","HAPP25","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP10;HAPP20;HAPP25"
22035,158986,"FL","H","NY","16","","Eliot","Engel","L.","Rep.","","US Representative","HCOM","","D004","HCOM05","","D009","HCOM25","","D002","","","","","","","","","","HFOR","RMM","D001","HFOR05","EXO","D005","HFOR10","EXO","D007","HFOR15","EXO","D007","HFOR20","EXO","D010","HFOR25","EXO","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HFOR","HCOM05;HCOM25;HFOR05;HFOR10;HFOR15;HFOR20;HFOR25"
22036,158987,"FL","H","NY","17","","Nita","Lowey","M.","Rep.","","US Representative","HAPP","RMM","D001","HAPP05","EXO","D005","HAPP10","EXO","D005","HAPP15","EXO","D007","HAPP20","EXO","D006","HAPP25","EXO","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP05;HAPP10;HAPP15;HAPP20;HAPP25"
22037,413491,"FL","H","NY","18","","Sean","Maloney","P.","Rep.","","US Representative","HAGR","","D012","HAGR10","","D002","HAGR20","","D006","HAGR30","","D009","","","","","","","HTRA","","D017","HTRA05","","D008","HTRA20","","D006","HTRA30","","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HTRA","HAGR10;HAGR20;HAGR30;HTRA05;HTRA20;HTRA30"
22038,197754,"FL","H","NY","19","","John","Faso","J.","Rep.","","US Representative","HAGR","","R024","HAGR10","","R008","HAGR30","","R011","","","","","","","","","","HTRA","","R030","HTRA15","","R006","HTRA20","","R025","HTRA25","VCH","R002","","","","","","","HBUD","","R018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HTRA;HBUD","HAGR10;HAGR30;HTRA15;HTRA20;HTRA25"
22040,247560,"FL","H","NY","21","","Elise","Stefanik","M.","Rep.","","US Representative","HARM","","R020","HARM05","CHM","R001","HARM20","","R008","","","","","","","","","","HEDU","","R014","HEDU20","","R007","HEDU25","","R006","","","","","","","","","","HITL","","R012","HITL10","","R005","HITL20","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HEDU;HITL","HARM05;HARM20;HEDU20;HEDU25;HITL10;HITL20"
22041,197757,"FL","H","NY","20","","Paul","Tonko","D.","Rep.","","US Representative","HCOM","","D016","HCOM15","","D009","HCOM20","RMM","D001","HCOM30","","D004","","","","","","","HSST","","D013","HSST05","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HSST","HCOM15;HCOM20;HCOM30;HSST05"
22042,372325,"FL","H","NY","24","","John","Katko","M.","Rep.","","US Representative","HHLS","","R007","HHLS15","","R002","HHLS30","CHM","R001","","","","","","","","","","HTRA","","R019","HTRA20","","R016","HTRA25","","R011","HTRA30","","R011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HTRA","HHLS15;HHLS30;HTRA20;HTRA25;HTRA30"
22043,284901,"FL","H","NY","23","","Tom","Reed","W.","Rep.","II","US Representative","HWAY","","R012","HWAY05","","R010","HWAY30","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY05;HWAY30"
22044,658739,"FL","H","NY","25","","","Vacant","","","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22045,216162,"FL","H","NY","22","","Claudia","Tenney","","Rep.","","US Representative","HFIN","","R033","HFIN10","","R015","HFIN20","","R011","HFIN25","","R011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN10;HFIN20;HFIN25"
22046,197797,"FL","H","NY","26","","Brian","Higgins","M.","Rep.","","US Representative","HWAY","","D013","HWAY05","","D005","HWAY30","","D006","","","","","","","","","","HBUD","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HBUD","HWAY05;HWAY30"
22049,413516,"FL","H","NY","27","","Chris","Collins","C.","Rep.","","US Representative","HCOM","","R025","HCOM05","","R014","HCOM25","","R017","HCOM30","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05;HCOM25;HCOM30"
22051,159001,"FL","H","OH","01","","Steve","Chabot","J.","Rep.","","US Representative","HFOR","","R006","HFOR10","","R003","HFOR20","","R002","","","","","","","","","","HJUD","","R004","HJUD10","","R004","HJUD15","","R003","","","","","","","","","","HSMA","CHM","R001","HSMA05","EXO","R007","HSMA10","EXO","R005","HSMA15","EXO","R006","HSMA20","EXO","R007","HSMA25","EXO","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HJUD;HSMA","HFOR10;HFOR20;HJUD10;HJUD15;HSMA05;HSMA10;HSMA15;HSMA20;HSMA25"
22052,378835,"FL","H","OH","02","","Brad","Wenstrup","R.","Rep.","","US Representative","HWAY","","R024","HWAY10","","R006","HWAY15","","R006","","","","","","","","","","HITL","","R008","HITL10","","R003","HITL15","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HITL","HWAY10;HWAY15;HITL10;HITL15"
22054,197920,"FL","H","OH","04","","Jim","Jordan","D.","Rep.","","US Representative","HOGOV","","R004","HOGOV05","","R003","HOGOV10","CHM","R001","","","","","","","","","","HJUD","","R008","HJUD10","","R005","HJUD20","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HJUD","HOGOV05;HOGOV10;HJUD10;HJUD20"
22055,209172,"FL","H","OH","05","","Robert","Latta","E.","Rep.","","US Representative","HCOM","","R008","HCOM05","","R005","HCOM10","CHM","R001","HCOM15","","R005","HCOM25","","R007","","","","HCMS","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HCMS","HCOM05;HCOM10;HCOM15;HCOM25"
22056,287357,"FL","H","OH","06","","Bill","Johnson","","Rep.","","US Representative","HCOM","","R018","HCOM05","","R010","HCOM15","","R010","HCOM20","","R007","","","","","","","HBUD","","R014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HBUD","HCOM05;HCOM15;HCOM20"
22057,212534,"FL","H","OH","07","","Bob","Gibbs","B.","Rep.","","US Representative","HAGR","","R007","HAGR05","","R002","HAGR20","","R004","","","","","","","","","","HTRA","","R009","HTRA05","","R007","HTRA20","","R009","HTRA30","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HTRA","HAGR05;HAGR20;HTRA05;HTRA20;HTRA30"
22144,199221,"FL","H","TX","24","","Kenny","Marchant","E.","Rep.","","US Representative","HWAY","","R010","HWAY05","","R007","HWAY15","","R007","HWAY30","","R009","","","","","","","HETH","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HETH","HWAY05;HWAY15;HWAY30"
22147,636744,"FL","H","TX","27","","Michael","Cloud","J.","Rep.","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22148,199164,"FL","H","TX","28","","Henry","Cuellar","R.","Rep.","","US Representative","HAPP","","D015","HAPP15","","D006","HAPP30","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP15;HAPP30"
22149,159099,"FL","H","TX","29","","Gene","Green","","Rep.","","US Representative","HCOM","","D005","HCOM10","","D009","HCOM15","","D004","HCOM20","","D004","HCOM25","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM10;HCOM15;HCOM20;HCOM25"
22150,159100,"FL","H","TX","30","","Eddie","Johnson","Bernice","Rep.","","US Representative","HTRA","","D004","HTRA05","","D002","HTRA20","","D013","HTRA30","","D006","","","","","","","HSST","RMM","D001","HSST05","EXO","D009","HSST10","EXO","D005","HSST15","EXO","D004","HSST20","EXO","D007","HSST25","EXO","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HSST","HTRA05;HTRA20;HTRA30;HSST05;HSST10;HSST15;HSST20;HSST25"
22153,626323,"FL","H","UT","03","","John","Curtis","R.","Rep.","","US Representative","HFOR","","R026","HFOR15","","R008","HFOR20","","R012","","","","","","","","","","HNRES","","R025","HNRES05","","R013","HNRES10","","R012","","","","","","","","","","HSMA","","R014","HSMA05","","R006","HSMA25","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HNRES;HSMA","HFOR15;HFOR20;HNRES05;HNRES10;HSMA05;HSMA25"
22156,159106,"FL","H","VA","03","","Bobby","Scott","C.","Rep.","","US Representative","HEDU","RMM","D001","HEDU05","EXO","D007","HEDU20","EXO","D011","HEDU25","EXO","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEDU","HEDU05;HEDU20;HEDU25"
22158,362382,"FL","H","VA","05","","Thomas","Garrett","A.","Rep.","Jr.","US Representative","HFOR","","R025","HFOR05","","R005","HFOR25","","R008","","","","","","","","","","HHLS","","R014","HHLS20","","R003","HHLS25","","R004","","","","","","","","","","HEDU","","R018","HEDU05","","R007","HEDU20","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HHLS;HEDU","HFOR05;HFOR25;HHLS20;HHLS25;HEDU05;HEDU20"
