"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
31801,193858,"FL","H","GA","08","","Austin","Scott","","Rep.","","US Representative","HARM","","R015","HARM05","","R008","HARM15","","R006","HARM20","","R005","","","","","","","HAGR","","R008","HAGR10","CHM","R001","HAGR20","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HAGR","HARM05;HARM15;HARM20;HAGR10;HAGR20"
31802,474720,"FL","S","GA","S02","","David","Perdue","A.","Sen.","Jr.","US Senator","SARM","","R010","SARM10","","R003","SARM15","","R004","SARM25","","R004","","","","","","","SAGR","","R009","SAGR05","","R006","SAGR10","","R005","SAGR20","CHM","R001","","","","","","","SBAN","","R010","SBAN05","","R003","SBAN10","","R008","SBAN20","","R005","","","","","","","SBUD","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SAGR;SBAN;SBUD","SARM10;SARM15;SARM25;SAGR05;SAGR10;SAGR20;SBAN05;SBAN10;SBAN20"
31805,248311,"FL","H","NH","01","","Carol","Shea-Porter","","Rep.","","US Representative","HARM","","D019","HARM10","","D005","HARM20","","D004","","","","","","","","","","HEDU","","D016","HEDU10","","D005","HEDU25","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HEDU","HARM10;HARM20;HEDU10;HEDU25"
31806,209675,"FL","S","NH","S01","","Jeanne","Shaheen","","Sen.","","US Senator","SAPP","","D008","SAPP10","RMM","D001","SAPP20","","D006","SAPP30","","D002","SAPP40","","D004","SAPP55","","D003","SARM","","D004","SARM15","","D003","SARM25","","D002","SARM30","","D002","","","","","","","SFOR","","D003","SFOR15","","D004","SFOR30","RMM","D001","SFOR35","","D003","","","","","","","SETH","","D003","","","","","","","","","","","","","","","","SSMA","","D003","","","","","","","","","","","","","","","","JEUR","","D002","","","","","","","","","","SAPP;SARM;SFOR;SETH;SSMA;JEUR","SAPP10;SAPP20;SAPP30;SAPP40;SAPP55;SARM15;SARM25;SARM30;SFOR15;SFOR30;SFOR35"
31807,462025,"FL","S","NJ","S02","","Cory","Booker","A.","Sen.","","US Senator","SFOR","","D010","SFOR05","RMM","D001","SFOR25","","D004","SFOR30","","D003","","","","","","","SJUD","","D009","SJUD05","","D004","SJUD10","","D007","SJUD20","","D006","","","","","","","SENV","","D007","SENV15","RMM","D001","SENV20","","D008","","","","","","","","","","SSMA","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SJUD;SENV;SSMA","SFOR05;SFOR25;SFOR30;SJUD05;SJUD10;SJUD20;SENV15;SENV20"
31808,250143,"FL","S","NC","S02","","Thom","Tillis","R.","Sen.","","US Senator","SARM","","R008","SARM05","","R004","SARM20","CHM","R001","SARM30","","R004","","","","","","","SJUD","","R010","SJUD05","","R005","SJUD10","","R002","SJUD25","","R008","SJUD30","","R004","","","","SBAN","","R011","SBAN05","","R004","SBAN15","","R005","SBAN25","","R008","","","","","","","SAGI","","R005","","","","","","","","","","","","","","","","SVET","","R007","","","","","","","","","","","","","","","","JEUR","","R005","","","","","","","","","","SARM;SJUD;SBAN;SAGI;SVET;JEUR","SARM05;SARM20;SARM30;SJUD05;SJUD10;SJUD25;SJUD30;SBAN05;SBAN15;SBAN25"
31810,211675,"FL","S","TX","S01","","John","Cornyn","","Sen.","III","US Senator","SFIN","","R006","SFIN05","","R005","SFIN20","CHM","R001","SFIN30","","R005","","","","","","","SJUD","","R004","SJUD10","CHM","R001","SJUD15","","R002","SJUD20","","R004","","","","","","","SITL","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SJUD;SITL","SFIN05;SFIN20;SFIN30;SJUD10;SJUD15;SJUD20"
31811,212089,"FL","H","AL","01","","Bradley","Byrne","R.","Rep.","","US Representative","HARM","","R018","HARM25","VCH","R002","HARM30","","R007","","","","","","","","","","HEDU","","R011","HEDU20","","R005","HEDU25","CHM","R001","","","","","","","","","","HRUL","","R006","HRUL05","","R003","HRUL10","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HEDU;HRUL","HARM25;HARM30;HEDU20;HEDU25;HRUL05;HRUL10"
21906,557042,"FL","H","IN","09","","Trey","Hollingsworth","","Rep.","III","US Representative","HFIN","","R034","HFIN05","","R016","HFIN20","","R012","HFIN25","","R012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN20;HFIN25"
22058,565476,"FL","H","OH","08","","Warren","Davidson","","Rep.","","US Representative","HFIN","","R030","HFIN05","","R014","HFIN20","","R010","HFIN30","","R012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN20;HFIN30"
22218,284637,"FL","S","IN","S02","","Todd","Young","C.","Sen.","","US Senator","SFOR","","R007","SFOR05","","R002","SFOR20","CHM","R001","SFOR25","","R004","","","","","","","SCOM","","R014","SCOM05","","R012","SCOM10","","R013","SCOM15","","R009","SCOM20","","R008","SCOM30","","R009","SHELP","","R008","SHELP05","","R005","SHELP10","","R007","SHELP15","","R005","","","","","","","SSMA","","R007","","","","","","","","","","","","","","","","JCHI","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SCOM;SHELP;SSMA;JCHI","SFOR05;SFOR20;SFOR25;SCOM05;SCOM10;SCOM15;SCOM20;SCOM30;SHELP05;SHELP10;SHELP15"
31812,283908,"FL","H","AL","07","","Terri","Sewell","A.","Rep.","","US Representative","HWAY","","D014","HWAY05","","D006","HWAY10","","D003","","","","","","","","","","HITL","","D003","HITL10","RMM","D001","HITL20","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HITL","HWAY05;HWAY10;HITL10;HITL20"
22219,158858,"FL","S","KS","S02","","Jerry","Moran","","Sen.","","US Senator","SAPP","","R008","SAPP05","","R005","SAPP10","CHM","R001","SAPP15","","R009","SAPP25","","R002","SAPP40","","R005","SCOM","","R006","SCOM05","","R005","SCOM10","","R005","SCOM15","CHM","R001","SCOM25","","R002","","","","SBAN","","R013","SBAN05","","R006","SBAN15","","R007","SBAN25","","R009","","","","","","","SENV","","R007","SENV05","","R006","SENV15","","R002","SENV20","","R006","","","","","","","SIND","","R008","","","","","","","","","","","","","","","","SVET","","R002","","","","","","","","","","SAPP;SCOM;SBAN;SENV;SIND;SVET","SAPP05;SAPP10;SAPP15;SAPP25;SAPP40;SCOM05;SCOM10;SCOM15;SCOM25;SBAN05;SBAN15;SBAN25;SENV05;SENV15;SENV20"
22220,165224,"FL","S","KS","S01","","Pat","Roberts","","Sen.","","US Senator","SFIN","","R004","SFIN15","","R003","SFIN20","","R003","SFIN30","","R003","","","","","","","SAGR","CHM","R001","SAGR05","EXO","R008","SAGR10","EXO","R007","SAGR15","EXO","R007","SAGR20","EXO","R007","SAGR25","EXO","R008","SHELP","","R010","SHELP05","","R007","SHELP10","","R002","SHELP15","","R007","","","","","","","SETH","","R002","","","","","","","","","","","","","","","","SRUL","","R005","","","","","","","","","","","","","","","","JLIB","","R005","JPRI","","R002","","","","","","","SFIN;SAGR;SHELP;SETH;SRUL;JLIB;JPRI","SFIN15;SFIN20;SFIN30;SAGR05;SAGR10;SAGR15;SAGR20;SAGR25;SHELP05;SHELP10;SHELP15"
22221,165225,"FL","S","KY","S01","","Mitch","McConnell","","Sen.","","US Senator","SAPP","","R002","SAPP05","","R002","SAPP15","","R002","SAPP20","","R002","SAPP35","","R004","SAPP50","","R002","SAGR","","R002","SAGR10","","R002","SAGR15","","R002","SAGR20","","R002","","","","","","","SITL","EXO","R009","","","","","","","","","","","","","","","","SRUL","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SAGR;SITL;SRUL","SAPP05;SAPP15;SAPP20;SAPP35;SAPP50;SAGR10;SAGR15;SAGR20"
22222,285781,"FL","S","KY","S02","","Rand","Paul","","Sen.","","US Senator","SFOR","","R011","SFOR05","","R005","SFOR15","","R005","SFOR30","","R005","","","","","","","SHELP","","R005","SHELP05","CHM","R001","SHELP10","","R005","","","","","","","","","","SHOM","","R004","SHOM05","","R003","SHOM10","CHM","R001","","","","","","","","","","SSMA","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SHELP;SHOM;SSMA","SFOR05;SFOR15;SFOR30;SHELP05;SHELP10;SHOM05;SHOM10"
22223,240389,"FL","S","LA","S02","","John","Kennedy","N.","Sen.","","US Senator","SAPP","","R014","SAPP10","","R009","SAPP20","","R008","SAPP25","","R005","SAPP30","","R007","SAPP40","","R008","SJUD","","R011","SJUD10","","R003","SJUD15","","R006","SJUD20","","R007","SJUD25","","R004","SJUD30","","R007","SBAN","","R012","SBAN05","","R005","SBAN10","","R009","SBAN15","","R006","","","","","","","SBUD","","R010","","","","","","","","","","","","","","","","SSMA","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SJUD;SBAN;SBUD;SSMA","SAPP10;SAPP20;SAPP25;SAPP30;SAPP40;SJUD10;SJUD15;SJUD20;SJUD25;SJUD30;SBAN05;SBAN10;SBAN15"
22224,266763,"FL","S","LA","S01","","Bill","Cassidy","","Sen.","","US Senator","SFIN","","R014","SFIN05","","R008","SFIN15","","R010","SFIN25","CHM","R001","","","","","","","SENE","","R010","SENE05","","R007","SENE15","","R009","SENE20","","R005","","","","","","","SHELP","","R007","SHELP05","","R004","SHELP10","","R006","SHELP15","","R004","","","","","","","SVET","","R005","","","","","","","","","","","","","","","","JECO","","R012","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SENE;SHELP;SVET;JECO","SFIN05;SFIN15;SFIN25;SENE05;SENE15;SENE20;SHELP05;SHELP10;SHELP15"
22225,309189,"FL","S","MA","S01","","Elizabeth","Warren","A.","Sen.","","US Senator","SARM","","D012","SARM05","","D005","SARM20","","D003","SARM35","","D003","","","","","","","SBAN","","D006","SBAN05","","D003","SBAN10","RMM","D001","SBAN25","","D005","","","","","","","SHELP","","D007","SHELP10","","D004","SHELP15","","D005","","","","","","","","","","SAGI","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SBAN;SHELP;SAGI","SARM05;SARM20;SARM35;SBAN05;SBAN10;SBAN25;SHELP10;SHELP15"
22226,158881,"FL","S","MA","S02","","Edward","Markey","J.","Sen.","","US Senator","SFOR","","D008","SFOR10","RMM","D001","SFOR15","","D002","SFOR20","","D004","","","","","","","SCOM","","D006","SCOM05","","D005","SCOM10","","D005","SCOM15","","D003","SCOM20","","D005","SCOM25","RMM","D001","SENV","","D008","SENV05","","D006","SENV10","","D006","SENV20","","D006","","","","","","","SSMA","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SCOM;SENV;SSMA","SFOR10;SFOR15;SFOR20;SCOM05;SCOM10;SCOM15;SCOM20;SCOM25;SENV05;SENV10;SENV20"
22227,158887,"FL","S","MD","S01","","Ben","Cardin","L.","Sen.","","US Senator","SFOR","","D002","SFOR15","","D003","SFOR25","","D002","SFOR35","RMM","D001","","","","","","","SFIN","","D007","SFIN15","","D005","SFIN20","","D005","SFIN30","","D003","","","","","","","SENV","","D002","SENV05","","D002","SENV10","","D002","SENV20","RMM","D001","","","","","","","SSMA","RMM","D001","","","","","","","","","","","","","","","","JEUR","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SFIN;SENV;SSMA;JEUR","SFOR15;SFOR25;SFOR35;SFIN15;SFIN20;SFIN30;SENV05;SENV10;SENV20"
22228,195215,"FL","S","MD","S02","","Chris","Van Hollen","J.","Sen.","Jr.","US Senator","SAPP","","D015","SAPP10","","D008","SAPP25","","D004","SAPP35","","D007","SAPP45","","D002","SAPP55","","D007","SBAN","","D010","SBAN10","","D007","SBAN15","","D005","SBAN25","","D006","","","","","","","SENV","","D010","SENV10","","D007","SENV15","","D003","","","","","","","","","","SBUD","","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SBAN;SENV;SBUD","SAPP10;SAPP25;SAPP35;SAPP45;SAPP55;SBAN10;SBAN15;SBAN25;SENV10;SENV15"
22229,209655,"FL","S","ME","S02","","Angus","King","S.","Sen.","Jr.","US Senator","SARM","","I010","SARM05","RMM","I001","SARM30","","I005","","","","","","","","","","SENE","","I008","SENE05","","I005","SENE10","RMM","I001","","","","","","","","","","SBUD","","I009","","","","","","","","","","","","","","","","SITL","","I005","","","","","","","","","","","","","","","","SRUL","","I008","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SENE;SBUD;SITL;SRUL","SARM05;SARM30;SENE05;SENE10"
22230,165234,"FL","S","ME","S01","","Susan","Collins","M.","Sen.","","US Senator","SAPP","","R004","SAPP05","","R003","SAPP10","","R004","SAPP15","","R004","SAPP20","","R004","SAPP50","","R005","SHELP","","R006","SHELP15","","R003","","","","","","","","","","","","","SAGI","CHM","R001","","","","","","","","","","","","","","","","SITL","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SHELP;SAGI;SITL","SAPP05;SAPP10;SAPP15;SAPP20;SAPP50;SHELP15"
22231,195614,"FL","S","MI","S02","","Gary","Peters","C.","Sen.","","US Senator","SARM","","D013","SARM05","","D006","SARM15","","D004","SARM35","","D004","","","","","","","SCOM","","D008","SCOM05","","D007","SCOM10","","D007","SCOM20","","D006","SCOM25","","D004","SCOM30","RMM","D001","SHOM","","D004","SHOM05","","D003","SHOM10","RMM","D001","","","","","","","","","","JECO","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SCOM;SHOM;JECO","SARM05;SARM15;SARM35;SCOM05;SCOM10;SCOM20;SCOM25;SCOM30;SHOM05;SHOM10"
22235,158925,"FL","S","MO","S02","","Roy","Blunt","D.","Sen.","","US Senator","SAPP","","R007","SAPP05","","R004","SAPP15","","R007","SAPP35","","R003","SAPP40","CHM","R001","SAPP55","","R003","SCOM","","R003","SCOM05","CHM","R001","SCOM10","","R002","SCOM15","","R002","SCOM30","","R003","","","","SITL","","R005","","","","","","","","","","","","","","","","SRUL","CHM","R001","","","","","","","","","","","","","","","","JCCIC","CHM","R001","","","","","","","","","","","","","","","","JLIB","","R006","","","","","","","","","","SAPP;SCOM;SITL;SRUL;JCCIC;JLIB","SAPP05;SAPP15;SAPP35;SAPP40;SAPP55;SCOM05;SCOM10;SCOM15;SCOM30"
22237,196212,"FL","S","MS","S02","","Cindy","Hyde-Smith","","Sen.","","US Senator","SAPP","","R016","SAPP05","","R007","SAPP35","","R008","SAPP40","","R010","SAPP45","","R002","SAPP55","","R008","SAGR","","R011","SAGR05","","R007","SAGR10","","R006","SAGR25","","R007","","","","","","","SRUL","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SAGR;SRUL","SAPP05;SAPP35;SAPP40;SAPP45;SAPP55;SAGR05;SAGR10;SAGR25"
22238,158928,"FL","S","MS","S01","","Roger","Wicker","F.","Sen.","","US Senator","SARM","","R003","SARM05","","R003","SARM15","","R002","SARM30","CHM","R001","","","","","","","SCOM","","R002","SCOM05","","R002","SCOM10","CHM","R001","SCOM20","","R002","SCOM30","","R002","","","","SENV","","R005","SENV05","","R004","SENV10","","R004","SENV20","","R004","","","","","","","SRUL","","R008","","","","","","","","","","","","","","","","JEUR","CHM","R001","","","","","","","","","","","","","","","","JPRI","","R003","","","","","","","","","","SARM;SCOM;SENV;SRUL;JEUR;JPRI","SARM05;SARM15;SARM30;SCOM05;SCOM10;SCOM20;SCOM30;SENV05;SENV10;SENV20"
22239,378524,"FL","S","MT","S02","","Steve","Daines","","Sen.","","US Senator","SAPP","","R013","SAPP15","","R008","SAPP25","","R004","SAPP35","","R005","SAPP45","CHM","R001","SAPP55","","R006","SAGR","","R008","SAGR05","","R005","SAGR10","CHM","R001","SAGR15","","R006","SAGR25","","R005","","","","SENE","","R006","SENE05","","R004","SENE10","CHM","R001","SENE15","","R005","","","","","","","SHOM","","R008","SHOM05","","R005","SHOM15","","R005","","","","","","","","","","SIND","","R006","","","","","","","","","","","","","","","","JCHI","","R004","","","","","","","","","","SAPP;SAGR;SENE;SHOM;SIND;JCHI","SAPP15;SAPP25;SAPP35;SAPP45;SAPP55;SAGR05;SAGR10;SAGR15;SAGR25;SENE05;SENE10;SENE15;SHOM05;SHOM15"
22240,196276,"FL","S","MT","S01","","Jon","Tester","","Sen.","","US Senator","SAPP","","D006","SAPP05","","D003","SAPP15","","D006","SAPP20","","D003","SAPP30","RMM","D001","SAPP35","","D005","SCOM","","D013","SCOM05","","D011","SCOM10","","D012","","","","","","","","","","SBAN","","D004","SBAN10","","D003","SBAN25","","D004","","","","","","","","","","SIND","","D003","","","","","","","","","","","","","","","","SVET","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SCOM;SBAN;SIND;SVET","SAPP05;SAPP15;SAPP20;SAPP30;SAPP35;SCOM05;SCOM10;SBAN10;SBAN25"
22242,158938,"FL","S","NC","S01","","Richard","Burr","M.","Sen.","","US Senator","SFIN","","R008","SFIN05","","R006","SFIN15","","R006","SFIN30","","R007","","","","","","","SHELP","","R003","SHELP05","","R003","SHELP10","","R004","SHELP15","","R002","","","","","","","SAGI","","R007","","","","","","","","","","","","","","","","SITL","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SHELP;SAGI;SITL","SFIN05;SFIN15;SFIN30;SHELP05;SHELP10;SHELP15"
22243,391869,"FL","S","ND","S02","","Heidi","Heitkamp","","Sen.","","US Senator","SAGR","","D-NPL008","SAGR05","RMM","D-NPL001","SAGR15","","D-NPL004","SAGR25","","D-NPL006","","","","","","","SBAN","","D-NPL007","SBAN05","RMM","D-NPL001","SBAN15","","D-NPL003","SBAN20","","D-NPL003","","","","","","","SHOM","","D-NPL003","SHOM05","","D-NPL002","SHOM15","RMM","D-NPL001","","","","","","","","","","SIND","","D-NPL005","","","","","","","","","","","","","","","","SSMA","","D-NPL004","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAGR;SBAN;SHOM;SIND;SSMA","SAGR05;SAGR15;SAGR25;SBAN05;SBAN15;SBAN20;SHOM05;SHOM15"
22244,209683,"FL","S","ND","S01","","John","Hoeven","H.","Sen.","III","US Senator","SAPP","","R009","SAPP05","CHM","R001","SAPP15","","R010","SAPP20","","R007","SAPP30","","R005","SAPP50","","R004","SAGR","","R004","SAGR05","","R002","SAGR20","","R004","SAGR25","","R003","","","","","","","SENE","","R009","SENE05","","R006","SENE10","","R006","SENE15","","R008","","","","","","","SHOM","","R007","SHOM10","","R004","","","","","","","","","","","","","SIND","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SAGR;SENE;SHOM;SIND","SAPP05;SAPP15;SAPP20;SAPP30;SAPP50;SAGR05;SAGR20;SAGR25;SENE05;SENE10;SENE15;SHOM10"
22246,228296,"FL","S","NE","S01","","Deb","Fischer","","Sen.","","US Senator","SARM","","R004","SARM10","","R002","SARM15","","R003","SARM35","CHM","R001","","","","","","","SCOM","","R005","SCOM05","","R004","SCOM10","","R004","SCOM15","","R004","SCOM20","","R003","SCOM30","CHM","R001","SAGR","","R010","SAGR15","CHM","R001","SAGR20","","R006","SAGR25","","R006","","","","","","","SENV","","R006","SENV05","","R005","SENV10","","R005","SENV20","","R005","","","","","","","SAGI","","R009","","","","","","","","","","","","","","","","SRUL","","R009","","","","","","","","","","SARM;SCOM;SAGR;SENV;SAGI;SRUL","SARM10;SARM15;SARM35;SCOM05;SCOM10;SCOM15;SCOM20;SCOM30;SAGR15;SAGR20;SAGR25;SENV05;SENV10;SENV20"
22248,227982,"FL","S","NH","S02","","Maggie","Hassan","","Sen.","","US Senator","SCOM","","D011","SCOM05","","D010","SCOM10","","D010","SCOM15","","D006","SCOM25","","D006","SCOM30","","D008","SHELP","","D009","SHELP05","","D005","SHELP15","","D007","","","","","","","","","","SHOM","","D005","SHOM05","","D004","SHOM15","","D003","","","","","","","","","","JECO","","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCOM;SHELP;SHOM;JECO","SCOM05;SCOM10;SCOM15;SCOM25;SCOM30;SHELP05;SHELP15;SHOM05;SHOM15"
22251,266934,"FL","S","NM","S02","","Martin","Heinrich","T.","Sen.","","US Senator","SARM","","D011","SARM15","RMM","D001","SARM35","","D002","","","","","","","","","","SENE","","D006","SENE05","","D004","SENE10","","D004","SENE15","","D004","","","","","","","SITL","","D004","","","","","","","","","","","","","","","","JECO","RMM","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SENE;SITL;JECO","SARM15;SARM35;SENE05;SENE10;SENE15"
22252,158967,"FL","S","NM","S01","","Tom","Udall","S.","Sen.","","US Senator","SAPP","","D007","SAPP05","","D004","SAPP15","","D007","SAPP20","","D005","SAPP35","RMM","D001","SAPP50","","D005","SFOR","","D005","SFOR05","","D003","SFOR20","","D002","SFOR30","","D004","SFOR35","","D002","","","","SCOM","","D007","SCOM05","","D006","SCOM10","","D006","SCOM15","","D004","SCOM25","","D003","SCOM30","","D005","SIND","VCH","D001","","","","","","","","","","","","","","","","SRUL","","D005","","","","","","","","","","","","","","","","JEUR","","D003","JPRI","","D002","","","","","","","SAPP;SFOR;SCOM;SIND;SRUL;JEUR;JPRI","SAPP05;SAPP15;SAPP20;SAPP35;SAPP50;SFOR05;SFOR20;SFOR30;SFOR35;SCOM05;SCOM10;SCOM15;SCOM25;SCOM30"
22253,252293,"FL","S","NV","S02","","Catherine","Cortez Masto","M.","Sen.","","US Senator","SCOM","","D012","SCOM10","","D011","SCOM15","","D007","","","","","","","","","","SBAN","","D011","SBAN10","","D008","SBAN25","","D007","","","","","","","","","","SENE","","D010","SENE15","","D006","SENE20","RMM","D001","","","","","","","","","","SAGI","","D007","","","","","","","","","","","","","","","","SIND","","D006","","","","","","","","","","","","","","","","SRUL","","D009","","","","","","","","","","SCOM;SBAN;SENE;SAGI;SIND;SRUL","SCOM10;SCOM15;SBAN10;SBAN25;SENE15;SENE20"
22256,165260,"FL","S","NY","S01","","Charles","Schumer","E.","Sen.","","US Senator","SITL","EXO","D008","","","","","","","","","","","","","","","","SRUL","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SITL;SRUL",""
22257,159013,"FL","S","OH","S01","","Sherrod","Brown","C.","Sen.","","US Senator","SFIN","","D008","SFIN15","","D006","SFIN25","RMM","D001","","","","","","","","","","SAGR","","D003","SAGR05","","D002","SAGR20","","D003","SAGR25","","D002","","","","","","","SBAN","RMM","D001","SBAN05","EXO","D005","SBAN10","EXO","D009","SBAN15","EXO","D006","SBAN20","EXO","D005","SBAN25","EXO","D008","SVET","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SAGR;SBAN;SVET","SFIN15;SFIN25;SAGR05;SAGR20;SAGR25;SBAN05;SBAN10;SBAN15;SBAN20;SBAN25"
22258,159002,"FL","S","OH","S02","","Rob","Portman","J.","Sen.","","US Senator","SFOR","","R010","SFOR15","","R004","SFOR20","","R005","SFOR25","","R005","SFOR30","","R004","","","","SFIN","","R010","SFIN15","","R008","SFIN25","","R002","SFIN30","CHM","R001","","","","","","","SENE","","R011","SENE05","","R008","SENE10","","R007","SENE20","","R006","","","","","","","SHOM","","R003","SHOM05","CHM","R001","SHOM15","","R003","","","","","","","","","","JECO","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SFIN;SENE;SHOM;JECO","SFOR15;SFOR20;SFOR25;SFOR30;SFIN15;SFIN25;SFIN30;SENE05;SENE10;SENE20;SHOM05;SHOM15"
22259,284972,"FL","S","OK","S02","","James","Lankford","P.","Sen.","","US Senator","SAPP","","R012","SAPP10","","R008","SAPP20","","R009","SAPP25","CHM","R001","SAPP30","","R006","SAPP40","","R007","SHOM","","R005","SHOM05","","R004","SHOM10","","R002","SHOM15","CHM","R001","","","","","","","SIND","","R005","","","","","","","","","","","","","","","","SITL","","R006","","","","","","","","","","","","","","","","JCHI","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SHOM;SIND;SITL;JCHI","SAPP10;SAPP20;SAPP25;SAPP30;SAPP40;SHOM05;SHOM10;SHOM15"
